Channel Name, Longitude, Direction
Capital FM, 16.0, E
Captain TV, 16.0, E
Cartoon Network India, 16.0, E
Cartoon Network Russia & South East Europe, 16.0, E
Cartoon TV Premium, 16.0, E
Cartoonito Brasil, 16.0, E
Cartoonito Central & Eastern Europe, 16.0, E
Cartoonito Central & Eastern Europe, 16.0, E
Cartoonito Central & Eastern Europe, 16.0, E
Cartoonito Latinoamérica, 16.0, E
Caspian News, 16.0, E
CCTV 1, 16.0, E
CCTV 13, 16.0, E
CCTV 2, 16.0, E
CCTV 3, 16.0, E
CCTV 4 Asia, 16.0, E
CCTV 4 Asia, 16.0, E
CCTV 5, 16.0, E
CCTV 5+, 16.0, E
CCTV 7, 16.0, E
CCTV 8, 16.0, E
Celestial Classic Movies, 16.0, E
Celestial Movies Indonesia, 16.0, E
CGTN, 16.0, E
CGTN Documentary, 16.0, E
CGTN Français, 16.0, E
CGTN Français, 16.0, E
Channel Ginga, 16.0, E
Channel One TV, 16.0, E
Chardikla Time TV, 16.0, E
Chasse & Pêche, 16.0, E
Chasse & Pêche, 16.0, E
Chérie 25, 16.0, E
Chérie FM, 16.0, E
Chérie FM, 16.0, E
Chosen TV English, 16.0, E
Christ Army TV, 16.0, E
Christ Mandate TV, 16.0, E
Chutti TV, 16.0, E
Cine + Classic, 16.0, E
Cine + Club, 16.0, E
Cine + Émotion, 16.0, E
Cine + Famiz, 16.0, E
Cine + Frisson, 16.0, E
Cine + Premier, 16.0, E
Cinecanal Brasil, 16.0, E
Cinema Hausa, 16.0, E
Cinema Yoruba, 16.0, E
Cinemachi Action, 16.0, E
Cinemachi Xtra, 16.0, E
Cinemania, 16.0, E
Cinemax 2 Central Europe, 16.0, E
Cinemax Central Europe, 16.0, E
Cinemax Central Europe, 16.0, E
Cinemax Latinoamérica, 16.0, E
CineStar 1, 16.0, E
CineStar 1, 16.0, E
CineStar 1, 16.0, E
CineStar 2, 16.0, E
CineStar Action, 16.0, E
CineStar Action, 16.0, E
CineStar Comedy, 16.0, E
CineStar Fantasy, 16.0, E
CineStar Premiere 1, 16.0, E
CineStar Premiere 1, 16.0, E
CineStar Premiere 2, 16.0, E
CineStar Premiere 2, 16.0, E
Citruss TV, 16.0, E
CityPlay, 16.0, E
Classic 263, 16.0, E
Classic Radiosy, 16.0, E
Classic TV, 16.0, E
Classic TV, 16.0, E
Club MTV, 16.0, E
CMC TV, 16.0, E
CNA, 16.0, E
CNBC Indonesia, 16.0, E
CNBC TV 18, 16.0, E
CNN International Asia Pacific, 16.0, E
CNN International Europe, 16.0, E
CNN International Europe, 16.0, E
CNN International Europe, 16.0, E
CNN News 18, 16.0, E
CNT Sports, 16.0, E
Colmax TV, 16.0, E
Colors, 16.0, E
Colors, 16.0, E
Colors Infinity, 16.0, E
Colors Kannada, 16.0, E
Colors Super, 16.0, E
Colors Tamil, 16.0, E
Comédie +, 16.0, E
Comedy Central India, 16.0, E
Conciencia TV, 16.0, E
Coza TV, 16.0, E
Credo TV, 16.0, E
Crime & Evidence, 16.0, E
Crime + Investigation UK, 16.0, E
Crime District, 16.0, E
CRTV, 16.0, E
CRTV National Radio, 16.0, E
CRTV News, 16.0, E
CRTV Sports and Entertainment, 16.0, E
CS Film, 16.0, E
CS Horror, 16.0, E
CS Mystery, 16.0, E
CT 1 Cechy, 16.0, E
CT 2, 16.0, E
CT 24, 16.0, E
CT art, 16.0, E
CT Décku, 16.0, E
CT Sport, 16.0, E
Çufo, 16.0, E
Cuisines, 16.0, E
Da Ai TV Indonesia, 16.0, E
Da Vinci, 16.0, E
Da Vinci, 16.0, E
Daawa TV, 16.0, E
Daawah TV, 16.0, E
Daewa TV, 16.0, E
Dajto, 16.0, E
Dala FM, 16.0, E
DBS TV, 16.0, E
DD Bharati, 16.0, E
DD Tamil, 16.0, E
Debub FM, 16.0, E
Derakhte Zendegi TV, 16.0, E
Diaspora FM, 16.0, E
Dieu TV, 16.0, E
Digi 24, 16.0, E
Digi Sport 2 Romania, 16.0, E
Digi Sport 4 Romania, 16.0, E
Dire TV, 16.0, E
Discovery Channel Central Europe, 16.0, E
Discovery Channel France, 16.0, E
Discovery Channel Middle East, 16.0, E
Discovery Channel Srbija, 16.0, E
Discovery Science Latinoamérica, 16.0, E
Disney Channel France, 16.0, E
Disney Channel Hungary & Czechia, 16.0, E
Disney Channel Romania, 16.0, E
Disney Channel Romania, 16.0, E
Disney Junior France, 16.0, E
Disney+ France, 16.0, E
Diva, 16.0, E
Diva Adria, 16.0, E
Diva Adria, 16.0, E
Dizi, 16.0, E
DM Sat, 16.0, E
DocuBox HD, 16.0, E
Doku TV, 16.0, E
Doma, 16.0, E
Doma Hrvatska, 16.0, E
Domashniy International, 16.0, E
Dorama, 16.0, E
Dorcel TV, 16.0, E
Dorcel TV, 16.0, E
Dorcel TV, 16.0, E
Dorcel TV, 16.0, E
Dorcel TV Africa, 16.0, E
Dorcel TV Africa, 16.0, E
Dorcel XXX, 16.0, E
Dorcel XXX, 16.0, E
Dorcel XXX, 16.0, E
Dove Entertainment, 16.0, E
Dove TV, 16.0, E
Dragon TV International, 16.0, E
Dream Türk, 16.0, E
Dream'In, 16.0, E
Dream'In, 16.0, E
Dream'On, 16.0, E
Duck TV SD, 16.0, E
Duck TV SD, 16.0, E
Dunyo bo'ylab, 16.0, E
Dusk, 16.0, E
DW English, 16.0, E
DW English, 16.0, E
DXB One, 16.0, E
E TV, 16.0, E
E-Télé, 16.0, E
E! Brasil, 16.0, E
E! Europe, 16.0, E
E! Europe, 16.0, E
E! Europe, 16.0, E
E! France, 16.0, E
E! Latinoamérica, 16.0, E
Eagle TV, 16.0, E
EBC Radio 104.7, 16.0, E
EBS, 16.0, E
Eden TV, 16.0, E
Eenak Farsi, 16.0, E
Efatha TV, 16.0, E
El Arna, 16.0, E
El Canal del Fútbol, 16.0, E
Elohim Global TV, 16.0, E
Elshaddai TV Network, 16.0, E
Elsharq, 16.0, E
EMCI TV Afrique, 16.0, E
Emmanuel TV, 16.0, E
ENews Channel Africa, 16.0, E
English Club TV, 16.0, E
English Club TV, 16.0, E
Enter ZG, 16.0, E
Entermei Tele, 16.0, E
ENTV, 16.0, E
Epic Drama, 16.0, E
Epic Drama, 16.0, E
Equ TV, 16.0, E
Equidia, 16.0, E
Equidia, 16.0, E
Equidia, 16.0, E
Equinoxe TV, 16.0, E
Equinoxe TV, 16.0, E
Equinoxe TV, 16.0, E
Erfan Halgheh TV, 16.0, E
Erox HD, 16.0, E
Eroxxx HD, 16.0, E
Ertis, 16.0, E
ESPN 2 Africa, 16.0, E
ESPN 7 América Latina, 16.0, E
ESPN Africa, 16.0, E
ESPN América Latina, 16.0, E
ESPN América Latina, 16.0, E
ESR 24x7 Esports Network, 16.0, E
Ethiopia Orthodox TV, 16.0, E
ETV Abhiruchi, 16.0, E
ETV Andhra Pradesh, 16.0, E
ETV Entertainment, 16.0, E
ETV Languages, 16.0, E
ETV News, 16.0, E
ETV Plus, 16.0, E
Euro D, 16.0, E
Eurofilm, 16.0, E
EuroNews Albania, 16.0, E
EuroNews English, 16.0, E
EuroNews Russkiy, 16.0, E
Europa Plus Almaty, 16.0, E
Europe 1, 16.0, E
Europe 1, 16.0, E
Europe 1, 16.0, E
Europe 2, 16.0, E
Eurosport 1, 16.0, E
Eurosport 1, 16.0, E
Eurosport 1 France, 16.0, E
Eurosport 1 Rossiya, 16.0, E
Eurosport 2, 16.0, E
Eurosport 2, 16.0, E
Eurosport 2 France, 16.0, E
Eurosport 2 Romania, 16.0, E
Eurosport 2 Rossiya, 16.0, E
Evil Angel TV, 16.0, E
Exo FM, 16.0, E
Exo FM, 16.0, E
Exo TV, 16.0, E
Explorer Histori, 16.0, E
Explorer Natyra, 16.0, E
Explorer Shkencë, 16.0, E
Extasy 4K, 16.0, E
Extasy TV, 16.0, E
Extreme Sports Channel, 16.0, E
Eye Africa TV, 16.0, E
Family HD, 16.0, E
Fana FM, 16.0, E
Fana TV, 16.0, E
FashionBox HD, 16.0, E
FashionTV India, 16.0, E
Fast & FunBox HD, 16.0, E
Favorit FM, 16.0, E
Favorit TV, 16.0, E
Fax News, 16.0, E
Federalna TV, 16.0, E
Fight Sports, 16.0, E
FightBox HD, 16.0, E
Film + Czechia, 16.0, E
Film Aksion, 16.0, E
Film Autor, 16.0, E
Film Dramë, 16.0, E
Film Hits, 16.0, E
Film Komedi, 16.0, E
Film Thriller, 16.0, E
FilmBox Action, 16.0, E
FilmBox Africa, 16.0, E
FilmBox Arthouse Worldwide, 16.0, E
FilmBox Baltic, 16.0, E
FilmBox Extra HD Adria, 16.0, E
FilmBox Extra HD Czechia & Hungary, 16.0, E
FilmBox Family, 16.0, E
FilmBox Family, 16.0, E
FilmBox Premium Adria, 16.0, E
FilmBox Premium Czechia, 16.0, E
FilmBox Stars Adria, 16.0, E
FIP, 16.0, E
First Channel, 16.0, E
Fix & Foxi, 16.0, E
Flame TV, 16.0, E
Flix Snip, 16.0, E
FM Bahir Dar 96.9, 16.0, E
Food Network Latinoamérica, 16.0, E
Forqan Radio, 16.0, E
Foursquare TV, 16.0, E
Fox Cricket, 16.0, E
Fox League, 16.0, E
Fox Sports News Australia, 16.0, E
France 2, 16.0, E
France 2, 16.0, E
France 2, 16.0, E
France 2, 16.0, E
France 24 English, 16.0, E
France 24 English, 16.0, E
France 24 Français, 16.0, E
France 24 Français, 16.0, E
France 3, 16.0, E
France 3, 16.0, E
France 3, 16.0, E
France 3, 16.0, E
France 3 Alpes, 16.0, E
France 3 Aquitaine, 16.0, E
France 3 Auvergne, 16.0, E
France 3 Bretagne, 16.0, E
France 3 Languedoc-Roussillon, 16.0, E
France 3 Limousin, 16.0, E
France 3 Provence-Alpes, 16.0, E
France 3 Rhône-Alpes, 16.0, E
France 4, 16.0, E
France 4, 16.0, E
France 4, 16.0, E
France 5, 16.0, E
France 5, 16.0, E
France 5, 16.0, E
France Bleu Alsace, 16.0, E
France Bleu Armorique, 16.0, E
France Bleu Auxerre, 16.0, E
France Bleu Azur, 16.0, E
France Bleu Béarn Bigorre, 16.0, E
France Bleu Belfort-Montbéliard, 16.0, E
France Bleu Berry, 16.0, E
France Bleu Besançon, 16.0, E
France Bleu Bourgogne, 16.0, E
France Bleu Breizh Izel, 16.0, E
France Bleu Champagne-Ardenne, 16.0, E
France Bleu Cotentin, 16.0, E
France Bleu Creuse, 16.0, E
France Bleu Drôme Ardèche, 16.0, E
France Bleu Gard Lozère, 16.0, E
France Bleu Gascogne, 16.0, E
France Bleu Gironde, 16.0, E
France Bleu Hérault, 16.0, E
France Bleu Isère, 16.0, E
France Bleu La Rochelle, 16.0, E
France Bleu Limousin, 16.0, E
France Bleu Loire Océan, 16.0, E
France Bleu Lorraine Nord, 16.0, E
France Bleu Maine, 16.0, E
France Bleu Mayenne, 16.0, E
France Bleu Nord, 16.0, E
France Bleu Normandie Calvados - Orne, 16.0, E
France Bleu Normandie Seine-Maritime - Eure, 16.0, E
France Bleu Occitanie, 16.0, E
France Bleu Orléans, 16.0, E
France Bleu Paris, 16.0, E
France Bleu Pays Basque, 16.0, E
France Bleu Pays d'Auvergne, 16.0, E
France Bleu Pays de Savoie, 16.0, E
France Bleu Périgord, 16.0, E
France Bleu Picardie, 16.0, E
France Bleu Poitou, 16.0, E
France Bleu Provence, 16.0, E
France Bleu RCFM, 16.0, E
France Bleu Roussillon, 16.0, E
France Bleu Saint-Étienne Loire, 16.0, E
France Bleu Sud Lorraine, 16.0, E
France Bleu Touraine, 16.0, E
France Bleu Vaucluse, 16.0, E
France Culture, 16.0, E
France Inter, 16.0, E
France Inter, 16.0, E
France Inter, 16.0, E
France Musique, 16.0, E
Franceinfo:, 16.0, E
Franceinfo:, 16.0, E
Franceinfo:, 16.0, E
Franceinfo:, 16.0, E
Franceinfo:, 16.0, E
Free Dom 1, 16.0, E
Free Dom 1, 16.0, E
Fresh, 16.0, E
Fresh, 16.0, E
Full Life TV, 16.0, E
Fun Radio Réunion, 16.0, E
FunBox UHD, 16.0, E
FX 1, 16.0, E
FX 2, 16.0, E
FX CIS, 16.0, E
FX Life CIS, 16.0, E
Gakku FM, 16.0, E
Gakku TV, 16.0, E
Galaxie TV, 16.0, E
Galaxy, 16.0, E
Galaxy Premium, 16.0, E
Game One, 16.0, E
Gametoon, 16.0, E
GEB, 16.0, E
Gemini Comedy, 16.0, E
Gemini Music, 16.0, E
Ginx TV International, 16.0, E
GK Channel, 16.0, E
Global TV, 16.0, E
GNT, 16.0, E
Go2 Travel, 16.0, E
God TV Africa, 16.0, E
Gol TV, 16.0, E
Gold, 16.0, E
Gold HD, 16.0, E
Golden Latinoamérica, 16.0, E
Golden Latinoamérica, 16.0, E
Golf +, 16.0, E
Golf Channel France, 16.0, E
Golfe FM Africa, 16.0, E
Golica TV, 16.0, E
Golperu, 16.0, E
Good Times, 16.0, E
Gospel TV, 16.0, E
GP 1, 16.0, E
GPR TV, 16.0, E
Grand Nostalgija, 16.0, E
Grand TV, 16.0, E
GRTS TV, 16.0, E
Guadeloupe 1ère, 16.0, E
Guadeloupe 1ère Radio, 16.0, E
Gulli, 16.0, E
Gulli, 16.0, E
Gulli Africa, 16.0, E
Guru TV, 16.0, E
Guyane 1ère, 16.0, E
Guyane 1ère Radio, 16.0, E
Gyandarshan 1, 16.0, E
Ha Ha, 16.0, E
Habari Maalum TV, 16.0, E
Hadi TV 5, 16.0, E
Haleluya TV, 16.0, E
Hamiltan TV, 16.0, E
Happy, 16.0, E
Happy FM, 16.0, E
HBO 2 Central Europe, 16.0, E
HBO 2 Central Europe, 16.0, E
HBO 2 Central Europe, 16.0, E
HBO 3 Central Europe, 16.0, E
HBO 3 Central Europe, 16.0, E
HBO 3 Central Europe, 16.0, E
HBO Adria, 16.0, E
HBO Adria, 16.0, E
HBO Czechia, 16.0, E
HBO Family Brasil, 16.0, E
HBO Hits, 16.0, E
HBO Signature Brasil, 16.0, E
Hema TV, 16.0, E
HGTV Pan Regional, 16.0, E
Histoire TV, 16.0, E
Histoire TV, 16.0, E
History 2 Polska, 16.0, E
History Channel Israel, 16.0, E
History Europe, 16.0, E
History Europe, 16.0, E
Holiness TV, 16.0, E
Homebase TV, 16.0, E
Hope FM, 16.0, E
HR Drugi program, 16.0, E
HR Prvi program, 16.0, E
HR Treci program, 16.0, E
HRT 1, 16.0, E
HRT 1, 16.0, E
HRT 2, 16.0, E
HRT 2, 16.0, E
HRT 3, 16.0, E
HRT 3, 16.0, E
HRT 3, 16.0, E
HRT 4, 16.0, E
HRT 4, 16.0, E
HRT 4, 16.0, E
HRT International, 16.0, E
Hrvatski Katolicki Radio, 16.0, E
Hunan TV International, 16.0, E
Hustler HD Europe, 16.0, E
Hustler TV Europe, 16.0, E
I-Sat, 16.0, E
I24 News Arabic, 16.0, E
IBN TV Africa, 16.0, E
ICC+, 16.0, E
IDJ TV, 16.0, E
IFilm English, 16.0, E
IMC, 16.0, E
Impact TV, 16.0, E
Impact TV, 16.0, E
Indosiar, 16.0, E
InfoSport +, 16.0, E
Insajder, 16.0, E
Inspiration TV UK, 16.0, E
Insta TV, 16.0, E
Investigation Discovery Europe, 16.0, E
Investigation Discovery Europe, 16.0, E
Investigation Discovery Rossiya, 16.0, E
Ippica 1, 16.0, E
Ippica 2, 16.0, E
Iqraa English, 16.0, E
Iran International, 16.0, E
Iran TV Network, 16.0, E
Iraq Educational Sat, 16.0, E
Iraqia General, 16.0, E
Iraqia Kurdish, 16.0, E
Iraqia News, 16.0, E
Iraqia Sport, 16.0, E
Iraqia Syriac, 16.0, E
Iraqia Türkmen, 16.0, E
IRIB World Service Radio 6, 16.0, E
Ishara Channel, 16.0, E
Ivoire Channel, 16.0, E
IWO TV, 16.0, E
J-One, 16.0, E
Jacquie & Michel TV, 16.0, E
Jambyl, 16.0, E
Japanet Channel DX, 16.0, E
Jaya TV, 16.0, E
Jazz Radio, 16.0, E
Jehova Jire TV, 16.0, E
JesusChrist TV, 16.0, E
Jetisý, 16.0, E
Jiangsu Satellite TV, 16.0, E
Jibek Joly, 16.0, E
JimJam Europe, 16.0, E
Jin TV, 16.0, E
Jive TV, 16.0, E
JN Power TV, 16.0, E
Joe Nederland, 16.0, E
Joj Cinema, 16.0, E
Joj Plus, 16.0, E
Joj Sport, 16.0, E
Jojko, 16.0, E
Joy Gospel TV, 16.0, E
Jugoton TV, 16.0, E
Junior TV, 16.0, E
JW Broadcasting, 16.0, E
K CN 1, 16.0, E
K CN 2, 16.0, E
K CN 3, 16.0, E
Kalaignar Seithigal, 16.0, E
Kalaignar TV, 16.0, E
Kalvi TV, 16.0, E
Kan 11, 16.0, E
Kan Educational, 16.0, E
Kanal 10, 16.0, E
Kanal 7, 16.0, E
Kanal 77, 16.0, E
Kanal A, 16.0, E
Kanal Austral TV, 16.0, E
Kanal D Romania, 16.0, E
Kanal D Romania, 16.0, E
Kanal Jadid, 16.0, E
Kapitan Fantastika, 16.0, E
KeYona TV, 16.0, E
Khabar, 16.0, E
Khabar 24, 16.0, E
KHL Prime, 16.0, E
KICC TV, 16.0, E
Kiddiwinks, 16.0, E
Kiddiwinks, 16.0, E
Kids TV, 16.0, E
Kids Zone (1), 16.0, E
Kigooco FM, 16.0, E
Kineko, 16.0, E
Kingdom Citizens TV, 16.0, E
Kingdom TV, 16.0, E
Kino, 16.0, E
Kino TV, 16.0, E
Kinoman, 16.0, E
Kinopremyera, 16.0, E
Kinoteatr, 16.0, E
Kiss TV, 16.0, E
Kix Africa, 16.0, E
Kix Asia, 16.0, E
Klan Kosova, 16.0, E
Klan Macedonia, 16.0, E
Klan Music, 16.0, E
Klan News, 16.0, E
Klan Plus, 16.0, E
Klasik TV, 16.0, E
KNN Channel, 16.0, E
Kohavision, 16.0, E
Kókshe, 16.0, E
Kolo FM, 16.0, E
Kolo TV, 16.0, E
Konniy Mir, 16.0, E
Kool FM, 16.0, E
Kool FM, 16.0, E
Kréol FM, 16.0, E
KTK, 16.0, E
KTO, 16.0, E
KTV, 16.0, E
Kurdsat, 16.0, E
Kurdsat News, 16.0, E
Kushi TV, 16.0, E
Kwezi FM, 16.0, E
Kwezi TV, 16.0, E
KykNet, 16.0, E
L'Équipe, 16.0, E
L'Équipe, 16.0, E
L'Obs TV, 16.0, E
Latina, 16.0, E
Latina, 16.0, E
Laudato TV, 16.0, E
LCI, 16.0, E
LCI, 16.0, E
LCP Assemblée Nationale, 16.0, E
Leral TV, 16.0, E
Liaoning TV, 16.0, E
Libya Ifta TV, 16.0, E
Life Center Network, 16.0, E
Life TV, 16.0, E
Life TV, 16.0, E
Lifestyle Home, 16.0, E
Limelight, 16.0, E
Limelight, 16.0, E
Live Keno Deluxe, 16.0, E
LM TV Français, 16.0, E
Lol, 16.0, E
LOL Africa, 16.0, E
LOL Africa, 16.0, E
Lov i ribolov, 16.0, E
Love Nature, 16.0, E
Love Nature, 16.0, E
Love Radio Kazakhstan, 16.0, E
LoveWorld Sat, 16.0, E
Loveworld XP, 16.0, E
Lubimoe Kino, 16.0, E
LuckyBet EPL, 16.0, E
LuckyBet LaLiga, 16.0, E
Ludikids, 16.0, E
M-Net Africa, 16.0, E
M-Net Movies 1, 16.0, E
M-Net Movies 2, 16.0, E
M-Net Movies 3, 16.0, E
M1 Film, 16.0, E
M1 Gold, 16.0, E
M6, 16.0, E
M6, 16.0, E
M6 Music, 16.0, E
Ma FM, 16.0, E
Ma TV, 16.0, E
Madaniyat va ma'rifat, 16.0, E
MaEzer Semay TV, 16.0, E
Mahalla, 16.0, E
Maleo, 16.0, E
Malikia TV, 16.0, E
Malikia TV, 16.0, E
Mangas, 16.0, E
Mangas, 16.0, E
Mangystaý, 16.0, E
Mária Rádió, 16.0, E
Mária Rádió Erdély, 16.0, E
Mária Rádió Erdély, 16.0, E
Mária Rádió Szerbia, 16.0, E
Markíza, 16.0, E
Markíza Krimi, 16.0, E
Martinique 1ère, 16.0, E
Martinique 1ère Radio, 16.0, E
Mathrubhumi News, 16.0, E
Max HD, 16.0, E
Max Sport 1, 16.0, E
Max Sport 2, 16.0, E
Mayotte 1ère, 16.0, E
Mayotte 1ère Radio, 16.0, E
MBC, 16.0, E
MBC 2, 16.0, E
MBC 2, 16.0, E
MBC 3, 16.0, E
MBC 4, 16.0, E
MBC 5, 16.0, E
MBC Action, 16.0, E
MBC Action, 16.0, E
MBC Bollywood, 16.0, E
MBC Drama, 16.0, E
MBC FM, 16.0, E
MBC Maser, 16.0, E
MBC Persia, 16.0, E
MBC Sat, 16.0, E
MBS, 16.0, E
MBS Radio, 16.0, E
MCM Top, 16.0, E
Med Muzîk, 16.0, E
Medan TV, 16.0, E
Media Servis, 16.0, E
Mediaset Italia, 16.0, E
Mega TV, 16.0, E
Mekameleen TV, 16.0, E
Melody TV, 16.0, E
Mereja TV, 16.0, E
Meridiano TV, 16.0, E
Meta Film TV, 16.0, E
Mezzo, 16.0, E
Mezzo, 16.0, E
Mezzo Live, 16.0, E
MFM TV, 16.0, E
Minbij TV, 16.0, E
Mindset Liberty Learn, 16.0, E
Mini TV, 16.0, E
Minimax Czechia, 16.0, E
Minimax Romania, 16.0, E
Minimax Serbia, 16.0, E
Ministry of Interior Radio, 16.0, E
Mir, 16.0, E
Mir 24, 16.0, E
Mir Seriala, 16.0, E
Miracle TV, 16.0, E
Miracle TV+, 16.0, E
Mirror Now, 16.0, E
Misk FM, 16.0, E
Mogpa TV Plus, 16.0, E
Morning Cloud TV, 16.0, E
Mosfilm International, 16.0, E
Motorvision+, 16.0, E
Mouv', 16.0, E
Movie Time, 16.0, E
Movistar Deportes, 16.0, E
MRT 1, 16.0, E
MRT 3, 16.0, E
MRT Sobraniski kanal, 16.0, E
MTV 00s, 16.0, E
MTV 80s, 16.0, E
MTV France, 16.0, E
MTV Global, 16.0, E
MTV Hits Australia & New Zealand, 16.0, E
MTV Hits Europe, 16.0, E
MTV Hits France, 16.0, E
MTV India, 16.0, E
MTV India, 16.0, E
MTV Live, 16.0, E
MTV Live, 16.0, E
Music TV, 16.0, E
MUTV, 16.0, E
MuzLife, 16.0, E
MY 5, 16.0, E
My Cinema, 16.0, E
My Cinema Asia, 16.0, E
My Family, 16.0, E
My Kidz, 16.0, E
My Music, 16.0, E
My Music Radio, 16.0, E
Mzansi Magic, 16.0, E
Mzee Wa Upako TV, 16.0, E
N1 Bosna i Hercegovina, 16.0, E
N1 Hrvatska, 16.0, E
N1 Srbija, 16.0, E
Naaptol Kannada, 16.0, E
Nahoo TV, 16.0, E
Nam Lolwe FM, 16.0, E
National 24 Plus, 16.0, E
National FM, 16.0, E
National FM, 16.0, E
National Geographic Channel HD Europe, 16.0, E
National Geographic CIS, 16.0, E
National Geographic France, 16.0, E
National Geographic France, 16.0, E
National Geographic Hrvatska, 16.0, E
National Geographic Hungary & Czechia, 16.0, E
National Geographic România, 16.0, E
National Geographic Wild CIS, 16.0, E
National Geographic Wild Europe, 16.0, E
National Geographic Wild Europe, 16.0, E
National Geographic Wild France, 16.0, E
National Geographic Wild France, 16.0, E
National Geographic Wild France, 16.0, E
National TV, 16.0, E
National TV, 16.0, E
Navo, 16.0, E
Nenasa Sinhala A/L, 16.0, E
Nenasa Sinhala Grade 1-5, 16.0, E
Nenasa Sinhala Grade 6-9, 16.0, E
Nenasa Sinhala O/L, 16.0, E
Nenasa Tamil A/L, 16.0, E
Nenasa Tamil Grade 1-5, 16.0, E
Nenasa Tamil Grade 6-9, 16.0, E
Nenasa Tamil O/L, 16.0, E
Nesiha TV, 16.0, E
Nesiha TV, 16.0, E
Net TV, 16.0, E
Neu TV, 16.0, E
New Alkazime TV, 16.0, E
New Life Radio, 16.0, E
New Testament Baptist Radio, 16.0, E
New Vision TV, 16.0, E
News 18 India, 16.0, E
News 24, 16.0, E
News 7 Tamil, 16.0, E
News of the World, 16.0, E
Newzroom Afrika, 16.0, E
Nezavisni Radio Studio 99, 16.0, E
NHK World Premium, 16.0, E
Nick Jr Asia, 16.0, E
Nick Jr Brasil, 16.0, E
Nick Jr Central & Eastern Europe, 16.0, E
Nick Jr Central & Eastern Europe, 16.0, E
Nickelodeon Centro, 16.0, E
Nickelodeon CIS, 16.0, E
Nickelodeon Europe, 16.0, E
Nickelodeon Europe, 16.0, E
Nickelodeon France, 16.0, E
Nickelodeon HD, 16.0, E
Nickelodeon HD, 16.0, E
Nickelodeon Junior France, 16.0, E
Nickelodeon South East Asia, 16.0, E
Nickelodeon Teen, 16.0, E
Nicktoons Adria, 16.0, E
Nina TV Français, 16.0, E
Nkululeko Rusununguko TV, 16.0, E
Nollywood TV, 16.0, E
Nollywood TV, 16.0, E
Nostalgie, 16.0, E
Nostalgie Réunion, 16.0, E
Nova 24 TV, 16.0, E
Nova BH, 16.0, E
Nova International, 16.0, E
Nova M, 16.0, E
Nova Max, 16.0, E
Nova S, 16.0, E
Nova Series, 16.0, E
Nova Sport, 16.0, E
Nova TV, 16.0, E
Novegasy, 16.0, E
Novelas TV, 16.0, E
Novoe Radio, 16.0, E
Now 14, 16.0, E
NRJ 12, 16.0, E
NRJ 12, 16.0, E
NRJ France, 16.0, E
NRJ Kazakhstan, 16.0, E
NRJ Maurice, 16.0, E
NRJ Réunion, 16.0, E
NRJ Réunion, 16.0, E
NRT, 16.0, E
NRT 2, 16.0, E
NRT 3 Kids, 16.0, E
NRT 4, 16.0, E
NTK, 16.0, E
NTR TV, 16.0, E
NTV Mir, 16.0, E
Nuur TV, 16.0, E
NW Cinema, 16.0, E
NW Info English, 16.0, E
NW Info Français, 16.0, E
NW Magazine, 16.0, E
NW Sport 1, 16.0, E
NW Transnat, 16.0, E
Nyota TV, 16.0, E
O Kanal, 16.0, E
O'zbekiston, 16.0, E
OBN, 16.0, E
OCS Géants, 16.0, E
OCS Géants, 16.0, E
OCS Max, 16.0, E
OCS Max, 16.0, E
OCS Pulp, 16.0, E
OCS Pulp, 16.0, E
Om-AlBaneen TV, 16.0, E
On Channel, 16.0, E
On! Pyatnitsa, 16.0, E
One Love Radio FM, 16.0, E
Ontústik, 16.0, E
Ora, 16.0, E
Ora News, 16.0, E
Orda FM, 16.0, E
Oromia Broadcasting Service, 16.0, E
ORTB TV, 16.0, E
ORTC Radio, 16.0, E
ORTC TV, 16.0, E
ORTC TV, 16.0, E
ORTC TV, 16.0, E
Oto, 16.0, E
OTV Valentino, 16.0, E
Otvoreni Radio, 16.0, E
Outdoor Channel International, 16.0, E
Outre-mer 1ère, 16.0, E
Outre-mer 1ère, 16.0, E
Oxir TV, 16.0, E
Panorama FM, 16.0, E
Panorama TV, 16.0, E
Paradise TV, 16.0, E
Paramount Channel France, 16.0, E
Paramount Network Latin America, 16.0, E
Paris Première, 16.0, E
Parlamentarni kanal, 16.0, E
Pars TV, 16.0, E
Passion Novelas, 16.0, E
Pavlodar Radio, 16.0, E
PBC Tapesh, 16.0, E
Peace TV English, 16.0, E
Penthouse Black, 16.0, E
Penthouse Black, 16.0, E
Penthouse Passion, 16.0, E
Persiana Cinema, 16.0, E
Persiana Cinema, 16.0, E
Persiana Comedy, 16.0, E
Persiana Family, 16.0, E
Persiana Iranian, 16.0, E
Persiana Junior, 16.0, E
Persiana Junior, 16.0, E
Persiana Korea, 16.0, E
Persiana Korea, 16.0, E
Persiana Latino, 16.0, E
Persiana Music, 16.0, E
Persiana Nostalgia, 16.0, E
Persiana One, 16.0, E
Persiana Sonnati, 16.0, E
Persiana Sport, 16.0, E
Persiana Sport, 16.0, E
Persiana Two, 16.0, E
Perviy kanal Asia, 16.0, E
Perviy kanal Eurasia, 16.0, E
Pervyy Kosmicheskiy, 16.0, E
Phoenix Chinese Channel, 16.0, E
Pickbox TV, 16.0, E
Pickbox TV, 16.0, E
Pijar TV, 16.0, E
Pikaboo, 16.0, E
Pikaboo, 16.0, E
